pregunta,tag,categoria,respuesta,__expected
¿Cuál es tu película favorita?,gustos,EXCELENTE,Me encanta Frozen 2 por su música y porque Anna y Elsa son valientes y enfrentan sus miedos.,fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,Toy Story 4 es la mejor ya que muestra el valor de la amistad y cada personaje es único y divertido.,fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,"Coco, porque me enseña sobre la importancia de la familia y la música, además los colores y la animación son hermosos.",fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,Me gusta mucho El Rey León.,fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,Harry Potter es mi favorita.,fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Trolls, por la música.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Sonic, porque es muy rápido.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,INCORRECTA,Me gusta jugar a la paleta en la playa. Con mi mamá pasamos mucho rato cuando vamos y después nos metemos al agua para refrescarnos.,fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,"No me gusta ir a la playa, el calor me pone de mal humor y la arena siempre me molesta. Prefiero los parques y el verde, las plantas y los árboles.",fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,Me gusta mucho las empanadas de carne con aceitunas. Mi abuela las hace muy ricas y las cocina en el horno. Prefiero comerlas calentitas.,fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,Toco la guitarra desde hace cinco años. Empecé con una profesora en casa y ahora ya estoy yendo al conservatorio. Quiero seguir mejorando.,fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,EXCELENTE,Toy Story' porque muestra la importancia de la amistad y el trabajo en equipo entre los juguetes.,fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,"Frozen', me encanta porque la música es hermosa y enseña sobre el amor entre hermanas.",fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,"El Rey León', porque tiene lecciones de vida valiosas y las canciones son inolvidables.",fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,EXCELENTE,"Coco', fascinante por su colorido y la forma en que celebra la tradición del Día de Muertos en México.",fn:output.includes('EXCELENTE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Spider-Man', me gusta mucho.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Intensamente', es muy divertida.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Moana', por sus aventuras.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,ACEPTABLE,"Harry Potter', es entretenida.",fn:output.includes('ACEPTABLE')
¿Cuál es tu película favorita?,gustos,INCORRECTA,"En vacaciones me gusta salir con mis amigos. Vamos juntos a la playa, llevamos cosas para comer y tomar, y nos pasamos todo el día ahí. Es genial.",fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,"Me gusta comer mandarinas y bananas, son mis frutas favoritas. Muchas veces las llevo al club para comer después de hacer deporte. Además hacen bien para la salud.",fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,"Prefiero ir caminando a la escuela. Tomar el ómnibus siempre es peor, tengo que esperar y a veces viene muy lleno. Aunque haga frío es mejor caminar.",fn:output.includes('INCORRECTA')
¿Cuál es tu película favorita?,gustos,INCORRECTA,Escucho canciones de tango y música vieja que le gustaba a mis padres. Me hace pensar mucho en tiempos pasados y cómo sería todo cuando ellos eran chicos.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,Me gustan los libros de aventuras porque me puedo imaginar explorando nuevos mundos y viviendo emocionantes travesías.,fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,Prefiero los libros de ciencia ficción ya que me fascina imaginar el futuro y las posibles tecnologías que podríamos desarrollar.,fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,"Los libros de fantasía son mis favoritos porque hay magia, dragones y héroes valientes que siempre salvan el día.",fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,"Elijo libros de animales porque aprendo sobre sus vidas, hábitats, y cómo podemos protegerlos; además, me encantan las ilustraciones.",fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Me gustan los libros de misterio.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Prefiero los libros con muchas imágenes.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Los cómics son mis favoritos.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Libros de deportes porque juego al fútbol.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Me gusta jugar videojuegos con mis amigos. En la casa de Lucía hay uno que me encanta y siempre jugamos. También merendamos cosas ricas en su casa.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Prefiero salir a andar en bicicleta.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Siempre voy en bicicleta a la casa de mis abuelos. Es a tres cuadras de mi casa y el camino no es peligroso. Me gusta ir a visitarlos seguido y merendar en su casa.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Cuando vuelvo de la escuela trato de hacer los deberes rápido así tengo el resto de la tarde libre. Me gusta escuchar música y jugar con mi hermana en el fondo de mi casa.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,Me gustan los libros de aventuras porque me permiten vivir historias emocionantes y explorar mundos desconocidos.,fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,"Prefiero los libros de fantasía, ya que me fascina cómo mezclan la magia con la realidad y crean universos únicos.",fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,Los libros de ciencia ficción son mis favoritos porque me hacen imaginar el futuro y las posibilidades de la tecnología.,fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,EXCELENTE,"Me encantan los libros de misterio, adoro resolver los enigmas y descubrir los secretos que esconden las historias.",fn:output.includes('EXCELENTE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Me gustan los libros de animales.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Prefiero los cuentos cortos.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,Los libros de dibujos son los mejores.,fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,ACEPTABLE,"Libros de ciencia, son interesantes.",fn:output.includes('ACEPTABLE')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,"En el equipo de básquetbol soy de los mejores, porque soy muy alto. Empecé a jugar hace dos años. Ahora ya entrenamos todos los días y tenemos partidos los sábados.",fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Prefiero ver televisión.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Las frutas son saludables.,fn:output.includes('INCORRECTA')
¿Qué tipos de libros te gustan más?,gustos,INCORRECTA,Nadar es mi actividad favorita.,fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,El Principito es mi favorito porque enseña el valor de la amistad y la aventura.,fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,Amo Harry Potter y la Piedra Filosofal porque me hizo amar la lectura y creer en la magia.,fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"Matilda de Roald Dahl, porque es una historia sobre el poder de la lectura y ser inteligente.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"Las crónicas de Narnia, me encanta porque puedo imaginar mundos mágicos y aventuras increíbles.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"Las aventuras de Patoruzú, es muy divertido.",fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,Me gusta Daniel el travieso.,fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,Percy Jackson es emocionante y me encanta.,fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,La lección de August enseña sobre ser amable.,fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"Me gusta jugar al fútbol, no leo mucho.",fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,Toco la guitarra y ahora empecé a aprender piano. La música es lo máximo en mi vida. El año que viene tengo que dar la prueba para entrar al conservatorio. Espero que me vaya bien.,fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"No tengo una fruta favorita, pero lo que más como son duraznos. En la casa de mis abuelos tienen un árbol y cuando da frutos siempre nos traen. Además mi abuela hace dulce.",fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"Nunca me han gustado los tomates, no sé por qué. Mi papá dice que a él le pasaba lo mismo cuando era chico, pero que después de grande le empezaron a gustar. Además la pizza me encanta.",fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"Harry Potter y la piedra filosofal, porque me encanta cómo Harry descubre un mundo mágico.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"El principito, porque enseña el valor de la amistad y la importancia de no olvidar cómo ser niño.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"Matilda, de Roald Dahl, porque muestra que el amor por los libros puede cambiar tu vida.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,EXCELENTE,"Las crónicas de Narnia, me gusta porque es una aventura en un mundo fantástico con animales que hablan.",fn:output.includes('EXCELENTE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"Historias de verano, es muy divertido.",fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"La lección de August, me gusta mucho.",fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"El señor de los anillos, es emocionante.",fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,ACEPTABLE,"Alicia en el país de las maravillas, es interesante.",fn:output.includes('ACEPTABLE')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,Por lo general leo de noche. Cuando era chico mi mamá me leía un cuento siempre antes de acostarme. Siempre me dormía antes que terminara de leerlo.,fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,Cuando llego de la escuela enseguida hago los deberes. Así tengo el resto de la tarde libre para mirar la TV o jugar a la pelota con mi hermano. Nos divertimos mucho.,fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"No sé, todavía no pienso en cuando sea grande. Me gusta mucho trabajar con madera, mi tío es carpintero y a veces lo ayudo en su taller. Igual no me veo todo el día haciendo eso.",fn:output.includes('INCORRECTA')
¿Cuál es tu libro favorito?,gustos,INCORRECTA,"La última vez que fui al cine con mis amigos vimos una de superhéroes. Fue muy larga pero nos encantó. Después fuimos todos juntos a comer, la pasamos genial.",fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,Me gusta el otoño porque puedo saltar en pilas de hojas y todo se ve tan colorido.,fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,"Prefiero la primavera, ya que hay flores por todas partes y el clima es perfecto para jugar afuera.",fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,El invierno es mi favorito debido a la nieve. Hacer muñecos de nieve y esquiar son mis actividades preferidas.,fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,"El verano es el mejor para mí. Puedo ir a la playa, nadar mucho y comer helados casi todos los días.",fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Me gusta el verano.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Prefiero el invierno.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,La primavera es bonita.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Otoño por las hojas.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,"De mi casa a la escuela son solamente cinco cuadras, así que por lo general voy caminando. El ómnibus pasa muy lleno y no vale la pena por tan poca distancia.",fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,"Prefiero el azul, siempre fue mi color favorito. Cuando me compro ropa siempre busco que tenga algo de ese color. En mi cuarto también tengo todos los muebles azules.",fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,Me gusta mucho andar en bicicleta. El año pasado me regalaron una para mi cumpleaños y es la mejor que tuve hasta ahora. Siempre voy los domingos a la casa de mis abuelos.,fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,Los dinosaurios son interesantes.,fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,Mi estación preferida es el verano porque puedo ir a la playa y comer helado.,fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,Me gusta el otoño más que nada por el clima fresco y los colores de las hojas.,fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,Prefiero la primavera porque es cuando florecen las plantas y hace buen tiempo para jugar afuera.,fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,EXCELENTE,"El invierno es mi favorito debido a la nieve, que permite hacer muñecos y esquiar.",fn:output.includes('EXCELENTE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Me gusta el verano para nadar.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,El otoño por los colores.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Primavera por las flores.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,ACEPTABLE,Invierno por la Navidad.,fn:output.includes('ACEPTABLE')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,Me gustan los dinosaurios.,fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,Prefiero jugar videojuegos.,fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,"En general las frutas que más como son peras y manzanas. A veces las como con cáscara pero me gustan más peladas. Todavía me cuesta, así que le pido a mi mamá que me ayude.",fn:output.includes('INCORRECTA')
¿Cuál es tu estación del año preferida?,gustos,INCORRECTA,"Fui dos veces, una hace ocho años y la otra el verano pasado. Esa playa me gusta mucho, porque tiene olas grandes y siempre nos metemos al agua con mi hermano.",fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Mi prenda de ropa favorita es la camiseta de fútbol del Barcelona que me regaló mi tío. Tiene los colores más vivos y me siento muy feliz cuando la uso.,fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Me encanta mi chaqueta azul porque es muy calentita y además tiene bolsillos secretos. Siempre la uso para ir al parque y nunca paso frío.,fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,"Mis zapatillas deportivas son mi prenda favorita porque son cómodas y me ayudan a correr más rápido en educación física. Además, me gustan los colores brillantes.",fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Adoro mi vestido de lunares que me puse para mi cumpleaños. Es especial porque me hace sentir como una princesa y todos me dicen que me veo muy bonita.,fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Mi prenda favorita es mi gorro de lana.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Me gustan mucho mis jeans azules.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Prefiero mis medias de rayas rojas.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,La bufanda que me tejió mi abuela.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Me gusta comer helado en verano.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Mi juego favorito es el fútbol.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Prefiero los días soleados para jugar.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,El color azul es el mejor de todos.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Mi prenda favorita es mi camiseta de fútbol porque me recuerda a los partidos que juego con mis amigos.,fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,"Mis zapatillas de correr son mis preferidas, las uso todos los días y son súper cómodas.",fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,Elijo mi chaqueta azul porque me mantiene caliente en invierno y tiene bolsillos para mis cosas.,fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,EXCELENTE,"Prefiero mi vestido de flores, me lo pongo para ocasiones especiales y me siento muy bonita.",fn:output.includes('EXCELENTE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Me gustan mis jeans porque son cómodos.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,Mi camiseta porque tiene a mi superhéroe favorito.,fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,"Mi gorra, me la pongo siempre.",fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,ACEPTABLE,"Las zapatillas, son fáciles de poner.",fn:output.includes('ACEPTABLE')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Prefiero comer pizza los fines de semana.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Me gusta ir a la heladería que está frente a la casa de mis abuelos. Mis favoritos son frutilla y limón. A mi mamá le gusta el de chocolate blanco.,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Voy dos veces por semana al club. En general hacemos gimnasia y piscina. A veces también jugamos al fútbol o al básquetbol. ,fn:output.includes('INCORRECTA')
¿Cuál es tu prenda de ropa favorita?,gustos,INCORRECTA,Jugar fuera con amigos es lo mejor.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Lo primero que hago es abrir los ojos, estirar mis brazos y piernas para desentumecerme.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Al despertar, reviso la hora en mi reloj para asegurarme de no llegar tarde al colegio.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"En cuanto me despierto, me levanto de la cama, voy al baño y me lavo la cara.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Me despierto, doy gracias por un nuevo día y organizo mi ropa para vestirme.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Abro los ojos.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Voy al baño.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Miro la hora.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Me estiro.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,"Cuando llego de la escuela lo primero que hago son los deberes, así tengo el resto de la tarde libre para jugar. Me gusta mucho jugar videojuegos de pelea.",fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Leo un libro por las noches.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Ceno con mi familia.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Hago la tarea después de la escuela.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Lo primero que hago es abrir los ojos, estirarme bien y luego me levanto de la cama para empezar el día.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Después de despertar, apago mi alarma, me siento un rato pensando en lo que voy a hacer durante el día.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Primero abro los ojos, me desperezo estirando los brazos y las piernas, y respiro hondo para llenarme de energía.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,EXCELENTE,"Al abrir los ojos, chequeo si mi hermano menor ya se despertó y luego voy directo al baño a lavarme la cara.",fn:output.includes('EXCELENTE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Me levanto y voy al baño.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Apago la alarma del despertador.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Me estiro en la cama.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,ACEPTABLE,Voy directo a desayunar.,fn:output.includes('ACEPTABLE')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Juego videojuegos antes de dormir.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Suelo soñar con animales.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,A veces me olvido de mis deberes.,fn:output.includes('INCORRECTA')
¿Qué es lo primero que haces al despertar?,rutina,INCORRECTA,Leo un libro por la noche.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Cuando me levanto, me lavo la cara y desayuno leche con cereales. Después me visto para ir a la escuela y le doy un beso mis padres antes de salir.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Me levanto, hago mi cama, me pongo el uniforme y desayuno junto a mi hermano.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Apenas me despierto, estiro mi cuerpo, saludo a mi mamá y lavo mi cara para despertarme bien.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Después de abrir los ojos, voy directo al baño a lavarme la cara y me cambio para desayunar.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Me levanto y desayuno.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Me visto y voy a la escuela.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Primero me cepillo los dientes.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Me lavo la cara y desayuno.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Voy al club dos veces por semana. Un día hago karate y juego al tenis. El otro día voy a la piscina y también hago musculación. Hay muchas actividades.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Voy al cine con mis amigos.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Los fines de semana me gusta ir a visitar a mis abuelos. Viven cerca de casa y aprovecho para ir en mi bicicleta. Siempre merendamos cosas ricas con ellos.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Me gusta mucho dormir la siesta. Llego de la escuela y después de almorzar me acuesto en mi cama a descansar. Eso me da energías para jugar en la tarde con mi hermana.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Primero me estiro bien, luego me lavo la cara y me visto para la escuela.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Me levanto, hago mi cama inmediatamente y después ayudo a preparar el desayuno con mi mamá.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Después de despertar, voy directo al baño para cepillarme los dientes y peinarme antes de desayunar.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,EXCELENTE,"Abro la ventana para que entre aire fresco, hago mi cama y me cambio de ropa para empezar el día.",fn:output.includes('EXCELENTE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Me visto después de levantarme.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Desayuno con mi familia.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Cepillo mis dientes y me peino.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,ACEPTABLE,Hago mi cama todos los días.,fn:output.includes('ACEPTABLE')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Tres veces por semana voy al conservatorio. Empecé a tocar el violín cuando era chico y enseguida se volvió mi pasión. Quiero seguir mejorando para tocar en una gran orquesta.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,De tarde voy a estudiar inglés dos veces a la semana. Además tengo primos viviendo en Australia con los que trato de practicar el idioma para cuando vaya a visitarlos.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,Los sábados vamos al parque con mi perro. Es el día que tenemos más tiempo libre y el aprovecha a correr y disfrutar de estar con otros perros. Es muy lindo ese lugar.,fn:output.includes('INCORRECTA')
¿Qué haces todos los días cuando te levantas?,rutina,INCORRECTA,El domingo es nuestro día de familia. Siempre almorzamos en la casa de mi abuela. Ella hace pasta casera y también van mis primos. Lo pasamos genial.,fn:output.includes('INCORRECTA')
¿Cuántas veces comes en el día?,rutina,EXCELENTE,"Como cinco veces al día: desayuno, media mañana, almuerzo, merienda y cena, así mantengo mi energía.",fn:output.includes('EXCELENTE')
